Position,Company_Name,Job_Description,City,Province,Quota,Registered,Acceptance_Percentage,Registration_Start,Registration_End
"Dokter","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Memberikan pelayanan kesehatan umum bagi pegawai atau warga binaan.
2. Melakukan pemeriksaan, diagnosis, dan pengobatan dasar.
3. Menyusun laporan kesehatan berkala.
4. Menangani kasus darurat medis di lingkungan kerja.","KAB. PAMEKASAN","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikiater","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1.	Menangani gangguan kesehatan jiwa warga binaan atau pegawai.
2.	Melakukan asesmen psikologis dan terapi.
3.	Menyusun laporan perkembangan pasien.
4.	Memberikan	rekomendasi	tindak	lanjut pemulihan.","KAB. MAGETAN","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Product Technical (Barista/Baker) Internship","Delifru Utama Indonesia","Melaksanakan uji coba resep baru atau modifikasi resep lama
Membantu dalam menguji bahan baku baru dari supplier
Mendokumentasikan setiap proses batch eksperimen secara rinci, termasuk jumlah bahan yang digunakan, supplier bahan, dan setiap penyimpangan yang terjadi.","KAB. GRESIK","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Memberikan perawatan medis dasar bagi pegawai dan warga binaan.
2. Membantu dokter dalam tindakan medis.
3. Melakukan pencatatan dan pelaporan kondisi pasien.
4. Menjaga kebersihan serta kesiapan ruang perawatan.","KAB. PAMEKASAN","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikolog","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Melaksanakan asesmen psikologis.
2. Memberikan konseling dan rekomendasi psikologis sesuai kebutuhan satuan kerja.
3. Menyusun laporan hasil asesmen dan rekomendasi psikologis secara professional.
4. Membantu dalam kegiatan pengembangan SDM dan peningkatan kesejahteraan mental pegawai.
5. Melakukan observasi dan evaluasi terhadap kondisi psikologis lingkungan kerja.","KAB. PAMEKASAN","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikiater","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menangani gangguan kesehatan jiwa warga binaan atau pegawai.
2. Melakukan asesmen psikologis dan terapi.
3. Menyusun laporan perkembangan pasien.
4. Memberikan rekomendasi tindak lanjut pemulihan.","KAB. PAMEKASAN","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Apoteker","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1. Mengelola penyimpanan dan distribusi obat di unit layanan Kesehatan
2. Menyiapkan obat sesuai resep dokter.
3. Memastikan keamanan dan kedaluwarsa obat
4. Menyusun laporan penggunaan obat secara berkala.","KAB. MAGETAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS IIA PAMEKASAN","1.	Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih	keterampilan komunikasi	dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Sosiolog","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Melakukan kajian sosial terhadap dinamika warga binaan dan lingkungan kerja.
2. Menyusun analisis sosial sebagai bahan kebijakan pembinaan.
3. Mengidentifikasi faktor sosial yang mempengaruhi perilaku narapidana.
4. Memberikan masukan strategi pembinaan sosial.","KAB. PAMEKASAN","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS IIA PAMEKASAN","1.	Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih	keterampilan komunikasi	dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS IIA PAMEKASAN","1.	Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih	keterampilan komunikasi	dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS IIA PAMEKASAN","1.	Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih	keterampilan komunikasi	dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyusun dan melaksanakan program 
pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan 
pengendalian diri
3. Melakukan evaluasi hasil pembinaan 
kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS IIA PAMEKASAN","1.	Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja warga binaan.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat","LEMBAGA PEMASYARAKATAN KELAS IIB BONDOWOSO","1. Memberikan perawatan medis dasar bagi pegawai dan warga binaan.
2. Membantu dokter dalam tindakan medis
3. Melakukan pencatatan dan pelaporan kondisi pasien
4. Menjaga kebersihan serta kesiapan ruang perawatan.","KAB. BONDOWOSO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Guru Penjaskes","Nurul Islam Jember","1. Mengajar pendidikan jasmani dan olahraga
2. Menyusun materi ajar
3. Membimbing siswa dalam melakukan kegiatan olah raga
4. Melakukan penilaian terhadap peserta didik baik secara teori maupun praktek","KAB. JEMBER","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat Kesehatan","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1.	Memberikan perawatan kesehatan umum dan tindakan medis ringan.
2.	Menyusun catatan perkembangan pasien.
3.	Menjaga ketersediaan alat medis sederhana.
4.	Menyampaikan laporan kepada dokter atau pimpinan medis.","KAB. MAGETAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KOTA PASURUAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KOTA PASURUAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS IIA PAMEKASAN","1.	Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja warga binaan.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS IIA PAMEKASAN","1.	Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja warga binaan.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KOTA PASURUAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KOTA PASURUAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Dokter","LEMBAGA PEMASYARAKATAN KELAS IIB BONDOWOSO","1. Memberikan pelayanan kesehatan umum bagi pegawai atau warga binaan.
2. Melakukan pemeriksaan, diagnosis, dan pengobatan dasar.
3. Menyusun laporan kesehatan berkala.
4. Menangani kasus darurat medis di lingkungan kerja","KAB. BONDOWOSO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KOTA PASURUAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat Kesehatan","LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS IIA PAMEKASAN","1. Memberikan perawatan kesehatan umum dan tindakan medis ringan.
2. Menyusun catatan perkembangan pasien.
3. Menjaga ketersediaan alat medis sederhana.
4. Menyampaikan laporan kepada dokter atau pimpinan medis.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1.	Menyusun	dan	melaksanakan	program pembinaan karakter warga binaan.
2.	Melatih	keterampilan	komunikasi	dan pengendalian diri
3.	Melakukan	evaluasi	hasil	pembinaan kepribadian.
4.	Menyusun laporan perkembangan individu","KAB. MAGETAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"HUKUM - Bagian Dispute Resolutions 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu Menjalankan kegiatan di Bagian Dispute Resolutions yang meliput pengelolaan proses litigasi yang melibatkan Perusahaan, Alternative Dispute Resolutions (ADR) antara lain proses konsultasi, negosiasi, mediasi, dan/atau konsiliasi, melaksanakan tindakan atau penanganan somasi,  melakukan tindakan atau upaya hukum untuk kepentingan Perusahaan, dan drafting atau review dokumen, melakukan analisis hukum serta melaksanakan kerja sama dengan pihak ketiga dalam lingkup terkait dengan dispute resolutions.","KOTA MADIUN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PETUGAS KERJA SAMA","Rs Bina Sehat Jember","Tugas petugas kerjasama rumah sakit umumnya mencakup pengelolaan dan pemeliharaan hubungan dengan berbagai mitra eksternal (seperti asuransi, fasilitas kesehatan lain, dan vendor) serta kolaborasi internal antarprofesi untuk memastikan pelayanan pasien yang optimal","KAB. JEMBER","JAWA TIMUR",1,11,9.09,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Sales","Perusahaan Perseroan (Persero) Bank Negara Indonesia","SALES
-	Menyusun Pipeline 3 calon nasabah/hari (Tab wondr / Griya FLPP/BNI Direct/Merchant QRIS)
-	Jumlah pipeline yang berhasil diedukasi 3 nasabah/hari 
-	Jumlah referral nasabah minimal 2/hari","KAB. LUMAJANG","JAWA TIMUR",2,11,18.18,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Intern - Account Receivable Administrator","PT Semen Indonesia Logistik","1. Bertanggung jawab mengelola administrasi penagihan dengan menyusun, memeriksa, dan mengarsipkan seluruh dokumen terkait piutang pelanggan secara akurat dan terstruktur.
2. Melakukan input data penagihan ke sistem, memastikan kelengkapan dokumen pendukung, serta memantau status pembayaran untuk menjaga ketertiban arus kas perusahaan.
3. Berkoordinasi dengan tim penagihan dan pelanggan dalam proses follow-up pembayaran, menyusun laporan berkala mengenai piutang outstanding, serta membantu penyelesaian kendala administrasi yang muncul.
4. Berkoordinasi dengan tim penagihan dan pelanggan dalam proses follow-up pembayaran, menyusun laporan berkala mengenai piutang outstanding, serta membantu penyelesaian kendala administrasi yang muncul.","KAB. GRESIK","JAWA TIMUR",1,11,9.09,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Marketing Creative","Mitra Pedagang Indonesia","Bertanggung jawab untuk mengembangkan ide, konsep, dan materi kreatif yang mendukung strategi pemasaran perusahaan. Marketing Creative berperan penting dalam memastikan setiap kampanye komunikasi dan promosi mampu menarik perhatian audiens, membangun brand awareness, serta meningkatkan engagement dan penjualan.

Tugas dan Tanggung Jawab:

Mengembangkan ide kreatif untuk kampanye pemasaran digital maupun konvensional (online & offline).

Membuat konsep konten visual, copywriting, dan storytelling sesuai identitas merek perusahaan.

Berkolaborasi dengan tim desain, sosial media, dan digital marketing untuk memastikan keselarasan pesan kampanye.

Merancang dan mengawasi produksi materi promosi seperti iklan, video, poster, dan konten media sosial.

Menganalisis tren pasar, perilaku konsumen, serta strategi kompetitor untuk menghasilkan ide kampanye yang relevan.","KAB. BANGKALAN","JAWA TIMUR",5,11,45.45,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Admin Location","PT. Midi Utama Indonesia Tbk, (Pasuruan)","- Melaksanakan kegiatan administrasi terkait rencana toko GO
- Melakukan Permintaan Barang Online untuk keperluan toko GO  
- Rekap Data Permintaan Dept Suport","KAB. PASURUAN","JAWA TIMUR",1,11,9.09,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Web Programmer","Kurnia Jaya Teknik","maintenance website, improvisasi website, penambahan fitur website, security website, frontend develop, backend develop, optimasi website, research hasil kunjungan website","KAB. PASURUAN","JAWA TIMUR",3,11,27.27,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Brand Ambassador","PT. Kirana Puspa Cemerlang","1. Membantu pasien dalam proses pendaftaran mandiri (self check-in) menggunakan:
Aplikasi MySiloam untuk pasien umum.
Aplikasi Mobile JKN untuk pasien BPJS.
2. Memberikan edukasi dan panduan kepada pasien tentang cara penggunaan kedua aplikasi tersebut, termasuk cara membuat akun, login, dan memilih layanan yang dibutuhkan.
3. Mempromosikan aplikasi MySiloam kepada pasien dan pengunjung dengan menjelaskan manfaat, fitur, serta kemudahan yang ditawarkan.
4. Meningkatkan tingkat adopsi dan penggunaan aplikasi MySiloam di lingkungan rumah sakit melalui pendekatan yang ramah, komunikatif, dan persuasif.
5. Membantu kelancaran alur pelayanan pasien, terutama di area registrasi dan lobi, agar pasien dapat melakukan pendaftaran lebih cepat dan mandiri.
6. Melakukan pencatatan harian terkait jumlah pasien yang dibantu, kendala teknis yang ditemukan, serta umpan balik pasien mengenai pengalaman self check-in.
7. Berkoordinasi dengan tim IT dan front office bila ditemukan masalah teknis pada sistem pendaftaran digital.
8. Menjaga citra positif rumah sakit dengan memberikan pelayanan yang sopan, profesional, dan responsif kepada setiap pasien.
9. Berpartisipasi dalam kegiatan promosi internal seperti booth campaign atau edukasi publik terkait layanan digital rumah sakit.","KAB. JEMBER","JAWA TIMUR",2,11,18.18,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Branch Purchasing Administrator","PT. Midi Utama Indonesia Tbk, (Pasuruan)","Filling PAR - PO, Pencarian PO untuk di LPB, Pengambilan barang-barang yang sudah dipesan (Belanja), Cari vendor atau toko lokal, Pengiriman dan Penerimaan barang-barang yang dipesan","KAB. PASURUAN","JAWA TIMUR",1,11,9.09,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Stock Keeper","PT. Sinarmas Distribusi Nusantara - Cabang Surabaya","•  Melakukan penerimaan barang dari supplier atau cabang lain, serta memastikan jumlah dan kondisi barang sesuai dokumen (surat jalan / DO).
•  Menempatkan dan menyusun barang di area penyimpanan sesuai layout dan kategori produk.
•  Melakukan pencatatan setiap aktivitas barang keluar–masuk di kartu stok atau sistem logistik.
•  Melaksanakan stock opname (perhitungan fisik stok) secara rutin harian, mingguan, atau bulanan.
•  Membantu tim admin logistik dalam rekap data stok aktual dan selisih hasil opname.
•  Melaporkan ke atasan apabila ditemukan selisih stok, barang rusak, atau kadaluarsa.
•  Menjaga kebersihan, kerapian, dan keamanan area penyimpanan sesuai standar K3 gudang.
•  Berkoordinasi dengan checker, driver, dan admin logistik dalam proses pengiriman barang ke outlet.
•  Membantu memeriksa FIFO/FEFO untuk menjaga rotasi stok sesuai umur barang.
•  Membantu mempersiapkan barang untuk kebutuhan promosi, display, atau pengembalian barang retur","KAB. SIDOARJO","JAWA TIMUR",2,11,18.18,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Admin Gudang Staff Magang","Nisson Indonesia","1. Melakukan input dan kegiatan administrasi gudang ke dalam sistem termasuk input dokumen retur barang.
2. Membuat laporan penerimaan barang dan pengeluaran barang
3. Membuat surat jalan sesuai jadwal pengiriman
4. Terjun kelapangan membantu memantau kinerja helper
5. Membantu melakukan stock opname barang","KOTA SURABAYA","JAWA TIMUR",1,11,9.09,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Penata Anastesi","Rumah Sakit Umum Dr. H. Koesnadi Kabupaten Bondowoso","Pendidikan minimal D4 Penata Anastesi , memahami standar pelayanan anastesi di RS, memiliki STR, bersedia mengikuti seluruh ketentuan, jadwal, dan peraturan yang berlaku di RS, memiliki asuransi kesehatan dan kecelakaan selama magang, berkelakuan baik, displin, dan memiliki etika profesi yang baik, memahami standar keselamatan pasien","KAB. BONDOWOSO","JAWA TIMUR",5,11,45.45,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Electrical (Technician)","PT Solusi Bangun Indonesia Tbk - Pabrik Tuban","1. Melakukan perbaikan peralatan electrical (Motor Listrik, Sensor, Travo dll)
2. Menjalankan prosedur kesehatan dan keselamatan kerja
3. Menjalankan prosedur preventive maintenance pabrik
4. Menjalankan kegiatan kebersihan lingkungan kerja (5R)","KAB. TUBAN","JAWA TIMUR",3,11,27.27,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Operational Analyst","Sinarniaga Sejahtera","Mengelola transaksi, menganalisis data, dan membuat rekomendasi berdasarkan analisa, serta melakukan perbaikan proses kerja yang diperlukan. Bertanggung jawab dalam pengelolaan Aktivitas Adminsitrasi Harian","KAB. SIDOARJO","JAWA TIMUR",3,11,27.27,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"ADMIN LOGISTIK","PT Skyline Jaya","1) Menerima barang dari pihak eksternal (supplyer, jobout).
2) Melakukan administrasi data barang masuk ke pabrik.
3) Melakukan administrasi mutasi barang.","KAB. SIDOARJO","JAWA TIMUR",2,11,18.18,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Cashier Staff","Matahari Putra Prima","Melakukan transaksi penjualan, penerimaan uang pembelian barang dan melakukan pengembalian uang sisa pembayaran sekaligus menyerahkan barang kepada pelanggan di loket kasir, serta bertanggung jawab atas uang hasil penjualan agar tidak terjadi selisih atau kesalahan dalam bertransaksi.","KOTA SURABAYA","JAWA TIMUR",3,11,27.27,"2025-11-06 00:00:00","2025-11-14 23:59:59"
